community_note,created_at,edits_remaining,favorite_count,full_text,has_card,has_community_notes,hashtags,id,in_reply_to,is_quote_status,is_translatable,lang,media,place,poll,possibly_sensitive,quote,quote_count,reply_count,retweet_count,retweeted_tweet,thumbnail_title,thumbnail_url,urls,user,view_count,view_count_state
None,Thu Sep 26 12:44:23 +0000 2024,5,18601,The cost of engaging in violent criminal activities in South Africa is to have the top of your skull cap blown off and your brains ending up on the back seat. https://t.co/HEglO5fD23,False,None,,1839284885053125004,None,False,False,en,"https://pbs.twimg.com/media/GYZz2nPaMAUDLMg.jpg,https://pbs.twimg.com/media/GYZz2rlaEAACoN7.jpg,https://pbs.twimg.com/media/GYZz2sLaAAAaYTs.jpg,https://pbs.twimg.com/media/GYZz2o2aMAo5ocU.jpg",None,None,False,None,207,885,1994,None,None,None,None,1489956224179261446,2539620,EnabledWithCount
None,Sat Sep 28 18:33:47 +0000 2024,None,3176,"Being a child of the 80's, it's sad remembering when we had nice things, and weren't looked at like a rotting dish of Africa with a side of putrid Venezuela. https://t.co/NU5CREmOlD",False,None,,1840097590068838677,None,False,False,en,https://pbs.twimg.com/ext_tw_video_thumb/1840095214175956998/pu/img/SDU8xveGXxiGQSyN.jpg,None,None,False,None,15,79,405,None,None,None,None,1537225604554031104,89779,EnabledWithCount
None,Tue Oct 01 20:11:32 +0000 2024,5,0,@Mike_Pence South Africa is Neutral https://t.co/A9qJZ15Oic,False,None,,1841209354222964844,1841151136713117928,False,False,en,https://pbs.twimg.com/media/GY1KJB-X0AE24v3.jpg,None,None,False,None,0,0,0,None,None,None,None,1743684669407744001,41,EnabledWithCount
None,Sun Sep 29 08:17:10 +0000 2024,5,6248,Ancianas occidentales desvergonzadas van de turismo sexual a África para echarse un novio joven que las sirva. https://t.co/UMdrn2LOds,False,None,,1840304801613037823,None,False,True,es,https://pbs.twimg.com/amplify_video_thumb/1840304746638258176/img/iBaNStCscQ6GeMtE.jpg,None,None,False,None,138,1092,798,None,None,None,None,1142823700829540356,3326199,EnabledWithCount
None,Mon Sep 30 18:59:54 +0000 2024,5,1201,To our Kenyan Brothers and Sisters!! Africa is behind you!! Homeland or Death https://t.co/KNV2us2gFm,False,None,,1840828938118893744,None,False,False,en,https://pbs.twimg.com/media/GYvwKFzWcAANELN.jpg,None,None,False,None,10,25,505,None,None,None,None,338004749,20730,EnabledWithCount
None,Tue Oct 01 15:32:00 +0000 2024,5,5639,Who else thinks the CBS Debate Moderators will try and interfere with the 2024 Election ? https://t.co/w9MZm2Mqto,False,None,,1841139006027014170,None,False,False,en,https://pbs.twimg.com/media/GYzKhU5bQAIjq1f.jpg,None,None,False,None,92,1564,741,None,None,None,None,1663701168839872512,81331,EnabledWithCount
None,Thu Sep 19 13:58:57 +0000 2024,5,42199,"Oops, looks like I pissed off the New York Times and CNN

They found out I was in Trump’s “social media war room” during the debate and called me an “election denialist and vaccine skeptic”

But my biggest ‘crime’ was saying the moderators helped Kamala

I regret nothing! https://t.co/TnBriAwkfz",False,None,,1836766933389037813,None,False,False,en,https://pbs.twimg.com/amplify_video_thumb/1836766872559026176/img/6veyszQnU6smxS6M.jpg,None,None,False,None,131,934,9161,None,None,None,None,875856268056969216,1840770,EnabledWithCount
None,Sun Sep 29 17:01:08 +0000 2024,5,171359,"Made my freedom heard. Voting early took me 20 mins—no excuses. Freedom isn’t something we just talk about; it’s something we act on. Do your part, get out there, and vote. Your voice matters, and this election’s too important to sit out https://t.co/Ey2a7M5nP4 #VoteEarly #LoveAmericaAgain",False,None,"VoteEarly,LoveAmericaAgain",1840436661143937304,None,False,False,en,"https://pbs.twimg.com/amplify_video_thumb/1840436565656440833/img/Hqotqg5_5IeVZKVj.jpg,https://pbs.twimg.com/media/GYqLTi7WEAEjHT_.jpg",None,None,False,None,1776,10805,22634,None,None,None,http://vote.gov,323120520,9023538,EnabledWithCount
None,Wed Oct 02 19:40:40 +0000 2024,5,295,BREAKING NEWS: Judge Chutkan drops a BOMBSHELL! Special Counsel Jack Smith's explosive 165-page filing exposing the evidence against Trump in the DC election fraud case is now PUBLIC! This could be a game-changer!,False,None,,1841563974996783309,None,False,False,en,https://pbs.twimg.com/media/GY6Mo3OX0AApD55.jpg,None,None,False,None,9,53,112,None,None,None,None,133938408,4597,EnabledWithCount
None,Thu Sep 26 22:09:21 +0000 2024,5,26890,"Harris with Zelensky at our White House! 
Two dictators that got zero votes from their citizens because they had zero elections. He canceled his to remain in power. 

Where’s Biden? https://t.co/EUCOBTR4UK",False,None,,1839427065537614141,None,False,False,en,https://pbs.twimg.com/amplify_video_thumb/1839426992497950720/img/2Dw4T7cqurvYoPIs.jpg,None,None,False,None,289,1125,8835,None,None,None,None,1329171068196622337,875981,EnabledWithCount
None,Fri Sep 27 18:29:58 +0000 2024,5,1,Here’s my guess for Prez election results. https://t.co/DXUmxRxC4q,False,None,,1839734242776911921,None,False,False,en,https://pbs.twimg.com/media/GYgMiesXgAAX9SO.jpg,None,None,False,None,0,0,0,None,None,None,None,1716183743445028864,173,EnabledWithCount
None,Wed Oct 02 01:45:40 +0000 2024,5,152622,Tim Walz just lost the election. There’s no recovering from this fumble. Wow. This is so bad. https://t.co/VxaR0lDOi4,False,None,,1841293440480395465,None,False,False,en,https://pbs.twimg.com/amplify_video_thumb/1841293282275401729/img/5TyPSi0iFQlzVZ3R.jpg,None,None,False,None,1862,5796,20916,None,None,None,None,1326229737551912960,14208350,EnabledWithCount
None,Wed Oct 02 12:31:25 +0000 2024,5,26032,BREAKING: Kamala Harris’ campaign just released their first ad taking on JD Vance’s inability to say Donald Trump lost the 2020 election. Retweet to make sure every American sees this ad.  https://t.co/kOMKt3SlVi,False,None,,1841455947379609987,None,False,False,en,https://pbs.twimg.com/ext_tw_video_thumb/1841445882731900928/pu/img/vc3tan_QGdfFw9s5.jpg,None,None,False,None,336,846,11128,None,None,None,None,1486069441259397125,648290,EnabledWithCount
None,Tue Oct 01 12:08:43 +0000 2024,5,33386,Feels important to note that the president of the union leading the port strike has a long-standing relationship with Trump and is causing major damage to a roaring economy five weeks before the election. https://t.co/NO0ve33P54,False,None,,1841087847631143119,None,False,False,en,https://pbs.twimg.com/media/GYzbo72XwAE2N1a.jpg,None,None,False,None,1830,5377,15302,None,None,None,None,19800430,4195909,EnabledWithCount
None,Mon Sep 23 17:49:07 +0000 2024,5,38120,"Fraud in plain sight!

And Democrats said there was no election fraud... https://t.co/mSyIESfgUh",False,None,,1838274410135859618,None,False,False,en,https://pbs.twimg.com/media/GYLctWQWUAAmsRv.jpg,None,None,False,None,595,2164,19495,None,None,None,None,1607876287812767745,642493,EnabledWithCount
None,Sun Sep 29 16:36:01 +0000 2024,5,3725,"And here is, 

the Arizona Senate Audit of the 2020 election, CONFIRMS BEYOND THE SHADOW OF A DOUBT

Katie Hobbs and her co-conspirator Adrian Fontes utilizing their single greatest crime of 2020 and 2022 for the 2024 presidential elections, 

25% of all 2020 mail-in-ballots equaling 420,987 ballots out of 1.9 million,  CONFIRMED to have NO signature match whatsoever. And this is just in Maricopa County alone.

Meaning, 
Rigged voter rolls + Mail in ballots + Illegal Aliens = criminal conspiracy to overthrow the United States government,",False,None,,1840430341913444355,None,False,False,en,"https://pbs.twimg.com/amplify_video_thumb/1840430183284961280/img/Ni4LKGNgEPLWOXkG.jpg,https://pbs.twimg.com/amplify_video_thumb/1840430183289126912/img/hs_Do6tWB0yBpJht.jpg,https://pbs.twimg.com/amplify_video_thumb/1840430183268106240/img/WRdEHnSrpH7ZecZf.jpg",None,None,False,None,87,131,2520,None,None,None,None,1499556521457303555,48741,EnabledWithCount
None,Fri Sep 27 19:56:20 +0000 2024,5,1705,"NO ONE  is talking about American seaport workers are planning to go on strike on October 1?!

America will lose $5 Billion per day!
Oil, medicines, and food would dry up within days!! 

Kamala is about to start CHAOS before an Election!! https://t.co/ELaXNsGioH",False,None,,1839755975131312485,None,False,False,en,https://pbs.twimg.com/amplify_video_thumb/1839755809141522432/img/VOR6sIcKwnpwKe0L.jpg,None,None,False,None,39,66,798,None,None,None,None,832978972602429440,77172,EnabledWithCount
None,Sun Sep 22 11:38:09 +0000 2024,5,26740,"I'm going to post this video every day until the election

 https://t.co/XMlr4yPleZ",False,None,,1837818666231980407,None,False,False,en,https://pbs.twimg.com/ext_tw_video_thumb/1765456522656518144/pu/img/07jToxQ4JKqt2RFr.jpg,None,None,False,None,296,1301,11814,None,None,None,None,24113137,411854,EnabledWithCount
None,Wed Oct 02 09:41:46 +0000 2024,5,2149,"@MSNBC Yea? And millions of other people don't think Trump lost the 2020 election either....

Still can't tell us why they magically stopped counting in battleground states, only to resume in private and come out with a completely different result, can ya you shills? https://t.co/vgx3xMobCP",False,None,,1841413256684196000,1841316443998097853,False,False,en,https://pbs.twimg.com/media/GY4DmQKagAAbPWC.jpg,None,None,False,None,23,136,610,None,None,None,None,317385247,59266,EnabledWithCount
None,Tue Sep 24 13:15:43 +0000 2024,5,12763,"Hillary Clinton on what should be done to Trump supporters after the election:

""We need to deprogram them"" https://t.co/vvFBr1vc0V",False,None,,1838567994055606574,None,False,False,en,https://pbs.twimg.com/ext_tw_video_thumb/1838566134427127808/pu/img/7Z-OB36TIIv1veyU.jpg,None,None,False,None,708,4329,3853,None,None,None,None,1552795969959636992,672685,EnabledWithCount
None,Wed Oct 02 02:42:16 +0000 2024,5,38413,"WOW!  Tim Walz just asked J.D. Vance straight up if Trump lost the 2020 election and Vance refused to answer. 

This is the clip that will be replayed over and over again this next week. Well played! https://t.co/07fqrmkqax",False,None,,1841307682545762604,None,False,False,en,https://pbs.twimg.com/amplify_video_thumb/1841307615340457986/img/_Hh7jwkXVdguyECV.jpg,None,None,False,None,328,2290,10353,None,None,None,None,133938408,1543677,EnabledWithCount
None,Wed Oct 02 02:33:45 +0000 2024,5,1616,"Fact: this is not the #VPDebate that Democrats wanted.  

They lost. 

They know it. 
 
If the election hinged on this debate, Trump is going to crush Harris. 

#VPJD!

#txlege @realDonaldTrump https://t.co/5A8pTPB87N",False,None,"VPDebate,VPJD,txlege",1841305539751342538,None,False,False,en,https://pbs.twimg.com/media/GY2hoI4WEAAxw3I.jpg,None,None,False,None,11,84,320,None,None,None,None,62678998,54071,EnabledWithCount
None,Fri Sep 27 04:15:43 +0000 2024,5,4638,"Election results based on household with vs. without guns is very funny.

Vermont and West Virginia being the odd ducks here. https://t.co/N0fYv47OKT",False,None,,1839519263956037931,None,False,False,en,https://pbs.twimg.com/media/GYdI1_WakAAOhWd.jpg,None,None,False,None,66,61,124,None,None,None,None,1225449881982177280,773447,EnabledWithCount
None,Wed Sep 25 00:54:45 +0000 2024,5,40638,"Chappell Roan clarifies her stance on the 2024 Presidential Election in new video.
 https://t.co/25OEx0RawF",False,None,,1838743911314936260,None,False,False,en,https://pbs.twimg.com/ext_tw_video_thumb/1838739857595682816/pu/img/YPpL1oC2v02fKzCA.jpg,None,None,False,None,3518,1902,1876,None,None,None,None,4429003533,18783263,EnabledWithCount
None,Wed Oct 02 17:33:22 +0000 2024,5,7,"Given Trump’s age, this may be an election where the vice-president picks matter significantly. Prediction markets seem to agree. Polymarket’s response to the Vance-Walz debate. (The movement may reflect also the effects of escalation in the Middle East). https://t.co/F5DmEqJTPu",False,None,,1841531935933296710,None,False,False,en,https://pbs.twimg.com/media/GY5viNObYAAwwjk.jpg,None,None,False,None,0,1,0,None,None,None,None,751644712570847236,1587,EnabledWithCount
"{'id': '1840755913092641135', 'text': 'Although micro hurricanes have been created in a laboratory environment, hurricanes of this magnitude are impossible to create with current technology, and even attempts to weaken hurricanes have proven futile.\n\npolitifact.com/factchecks/202…\n\nsciencealert.com/scientists-hav…\n\nen.m.wikipedia.org/wiki/Project_S…\n\nphys.org/news/2022-09-a…\n\nvlab.noaa.gov/web/nws-herita…\n\n'}",Sat Sep 28 19:12:15 +0000 2024,5,30621,"Don’t worry guys, weather modification isn’t real! It’s just a coincidence that Hurricane Helene is one of the most devastating “inland damage storms” in history and that hundreds of pro-Trump counties are being massively impacted during the most important election of our lifetimes.

Obviously the elites would never be evil enough to create hurricanes designed to interfere with “democracy”… Pay no attention to the storms currently brewing in the Atlantic either! You can ask any mainstream scientist and they will tell you that it isn’t even possible to create those or target them at certain areas.

Just stay silent. No need to vote or expose anything. You wouldn't want to be called a conspiracy theorist right? Couldn’t have that. So please ignore your own eyes and don’t share this post or investigate further.",False,None,,1840107271520694464,None,False,False,en,https://pbs.twimg.com/amplify_video_thumb/1840106786403016704/img/y6vDwqhzIhfZVc8j.jpg,None,None,False,None,2926,6562,10091,None,None,None,None,805532293951606785,11823689,EnabledWithCount
None,Wed Oct 02 04:18:10 +0000 2024,5,84714,"Former RNC Chair: I don't care where you are on policy. If you cannot answer whether Trump lost the 2020 election, you are unfit for office https://t.co/uJ109QfjmU",False,None,,1841331820014469505,None,False,False,en,https://pbs.twimg.com/media/GY25g6YXAAAvHHb.jpg,None,None,False,None,594,1938,19363,None,None,None,None,3315264553,1826988,EnabledWithCount
None,Wed Oct 02 03:10:52 +0000 2024,5,49778,BREAKING: The media is slamming JD Vance for being totally unable to admit that Donald Trump lost the 2020 election. This is the coverage that will swing voters. Retweet so every American sees this.  https://t.co/pGC5KB8LBX,False,None,,1841314881489793216,None,False,False,en,https://pbs.twimg.com/media/GY2pgwJW4AA6N-X.jpg,None,None,False,None,275,2058,20161,None,None,None,None,1486069441259397125,1268334,EnabledWithCount
None,Wed Oct 02 03:15:13 +0000 2024,5,92866,"Tonight's debate is a reminder of what’s at stake in this election. @Tim_Walz is focused on real solutions for working families and Americans across this country. We need leaders like him who will fight for progress.

Support the campaign today: https://t.co/DRN8sVALyV",True,None,,1841315975255269558,None,False,False,en,None,None,None,False,None,655,12163,15638,None,Donate to support the Harris-Walz campaign!,https://pbs.twimg.com/card_img/1839157906354196480/LbFI49Rq?format=jpg&name=orig,https://secure.actblue.com/donate/social-bo-walzdebate?refcode=social_20241001_bo_debate_x,813286,13137327,EnabledWithCount
None,Wed Oct 02 02:42:11 +0000 2024,5,64173,"Gov. Walz: Did Donald Trump lose the 2020 election?

Vance: I’m focused on the future

Walz: That is a damning non-answer https://t.co/h1MXP2fGY8",False,None,,1841307661767200810,None,False,False,en,https://pbs.twimg.com/media/GY2jis4WQAIwTr3.jpg,None,None,False,None,491,1441,9837,None,None,None,None,3315264553,2912416,EnabledWithCount
None,Mon Sep 23 20:33:16 +0000 2024,5,21712,"Do you think Dems. have plans to rig 2024 election? 

A. YES 
B. NO https://t.co/w3OMgiPZCK",False,None,,1838315718041047320,None,False,False,en,https://pbs.twimg.com/media/GYMCZY6akAEhC9g.jpg,None,None,False,None,545,15927,2850,None,None,None,None,1787070764858142720,473625,EnabledWithCount
None,Wed Oct 02 03:32:07 +0000 2024,5,6791,"WALZ: Did Donald Trump lose the 2020 election?

VANCE: Tim, I'm focused on the future.

WALZ: That's a damning non-answer.

Yes. Yes, it is.

This shit is SO OLD. And dangerous. #LiarLiarVanceOnFire https://t.co/EpOTAkKAzM",False,None,LiarLiarVanceOnFire,1841320230397861956,None,False,False,en,https://pbs.twimg.com/ext_tw_video_thumb/1841320201545211904/pu/img/m4U3-QJLsQxJDVZM.jpg,None,None,False,None,83,203,1909,None,None,None,None,798953701972938752,165170,EnabledWithCount
None,Wed Oct 02 02:39:56 +0000 2024,5,20584,"Walz: Trump is still saying he didn't lose the election. Did he lose the 2020 election?

Vance: Did Kamala Harris censor Americans? 

Walz: That is a damning nonanswer. https://t.co/f59Q8H1BA4",False,None,,1841307097457439107,None,False,False,en,https://pbs.twimg.com/amplify_video_thumb/1841307063756173313/img/Kghzj8ZOjqkPTP4_.jpg,None,None,False,None,296,440,3583,None,None,None,None,16635277,2037911,EnabledWithCount
None,Wed Oct 02 19:19:11 +0000 2024,5,2780,"Q: Why didn't you answer the question last night about who won the 2020 election?

Vance: *dodges question* https://t.co/30VjnyWwc1",False,None,,1841558568522088626,None,False,False,en,https://pbs.twimg.com/media/GY6HvZ1XoAATtOy.jpg,None,None,False,None,53,247,810,None,None,None,None,3315264553,77536,EnabledWithCount
